@relation ../streams/gen/stream_gen_20k_0.30_40_f5_normal_suddendrift.arff

@attribute Feature0 numeric 
@attribute Feature1 numeric 
@attribute Feature2 numeric 
@attribute Feature3 numeric 
@attribute Feature4 numeric 
@attribute class {positive,negative} 

@data
19.90911449401557,7.239615930282679,52.81232245076836,32.6499710935897,19.126317639599087,negative
47.924156130078174,39.41285887862178,12.647342154802896,0.2922126555122535,8.914620087030746,positive
37.05524037745635,23.927379714251174,63.091041353331676,8.949998345145513,19.825650568532097,negative
12.11735914578546,1.7436452991144815,66.7069655892032,6.645590432145706,26.729094229881202,negative
27.896631314145516,1.5755082576956472,32.54344790734187,22.313990820408993,30.688262983082126,negative
18.216694270611995,27.18825752189008,45.90313364405149,7.3177710570673575,22.276195349452628,negative
41.73080038143568,37.39026417099082,29.88555558766032,1.1161304430508387,12.036357668615524,positive
23.137005250146814,35.46122327040719,57.55619616486469,19.334548492741966,15.498307328222497,negative
19.52523283071364,19.600979617294588,65.8498185300026,19.984501751609265,39.05424920006486,negative
60.53772858201957,42.787388798853584,-1.1567294751568493,5.744320319390151,21.75765378096197,positive
29.056286344356696,42.534439769056675,20.12262397446394,-19.31069599087525,38.871068706242006,positive
28.97481070282914,16.868088971507184,68.47322096147987,20.97051686112364,31.750713058154084,negative
9.20509906654431,31.390953328917014,45.99872206406846,5.712911317368904,19.19695148052666,negative
20.540185873973208,0.7563460063846073,49.62878478101763,25.916093847219983,21.015611871565785,negative
19.054841574432523,25.855331488155734,54.47573544595345,17.976950002054576,15.13706774123595,negative
60.3791243994153,39.60430348396572,14.799770509918831,4.120525274558553,15.062970113894245,positive
14.914079751084266,16.640690563492033,45.159051494784066,17.643944809442395,46.37828774714331,negative
23.07719873600436,14.57909737825674,43.791753860846924,6.466673771765867,45.65870617044331,negative
16.2889035565612,15.128317304831135,52.953900971830706,15.008924742003643,21.379545442781605,negative
48.93765115482921,28.10988068016337,48.382176349384956,-4.480721075407969,22.732514909998677,negative
15.487166893588299,4.529569871793972,51.277876531188035,5.786449415173423,21.671765054,negative
31.490372557986408,31.44426216298053,8.198245113044434,-9.742069313776767,18.801513895791928,positive
39.80906717188156,41.83194544861715,9.902634490548543,15.611310616610366,33.90334251937034,positive
21.882142637966002,17.206509043228404,34.25287835050531,-1.8727864211667882,25.07017242635945,negative
24.746628717532978,1.8199200328592298,51.134905945899256,22.256120096950504,45.250298860337885,negative
25.332517435840792,9.336901562300179,64.43583851140933,22.297289766084813,18.233266660582785,negative
17.99899042269336,26.333985340354943,40.95914490042044,20.852062883244834,16.324535144968245,negative
27.750919458968443,-2.067964893205229,58.792533996094534,19.93303178430018,18.63922442099068,negative
18.996624647773807,4.125428135930504,45.55855317758157,21.12031379023925,32.96272934849468,negative
12.119559316292856,11.82612539051762,62.007304542939785,6.028118859401641,21.998652083926665,negative
22.267968163954745,21.57039476497327,58.42295304601482,15.91260178685937,18.326176919452372,negative
1.6958641205865916,17.209732230203578,59.23767554711573,15.715038321008329,34.22923612445022,negative
14.421230083405868,11.17326053350343,48.92182780686759,5.729286728904972,11.485973920970252,negative
46.889303237379316,50.57741614821168,15.138621387721274,12.051989007824131,12.965125155590133,positive
20.090056162087684,-6.025620751729122,59.52363619804667,24.474773011164885,18.982361838115718,negative
24.199719476279544,41.578225737921414,53.57010997410578,27.24827923555398,30.17560438049633,negative
36.37456960012669,29.44322131719499,5.2682649847295355,-5.082026365710533,19.490264605782965,positive
52.85317128489124,34.01959741420377,23.84523081809466,19.636340558777114,25.70845508268037,positive
63.23168637104017,48.362980704070935,13.086776256250037,3.1943741272974733,35.29801234638082,positive
14.257467913047071,5.8764425333654025,60.55852170884286,-8.068229623690483,29.671135053990625,negative
7.525743963870948,7.002581021626817,31.070594317212837,12.461902505622339,25.789768109141516,negative
12.227694329253389,18.53558641650496,63.18776435922416,-0.6596596887920523,27.01194587898059,negative
33.87093275643678,4.4859209501192066,39.99184341753725,3.970460811134192,31.03497900808341,negative
17.129820916786684,12.055839379144922,44.79532838759974,9.887608648565013,22.031776277535094,negative
