@relation ../streams/gen/stream_gen_20k_0.04_29_f10_normal_suddendrift.arff

@attribute Feature0 numeric 
@attribute Feature1 numeric 
@attribute Feature2 numeric 
@attribute Feature3 numeric 
@attribute Feature4 numeric 
@attribute Feature5 numeric 
@attribute Feature6 numeric 
@attribute Feature7 numeric 
@attribute Feature8 numeric 
@attribute Feature9 numeric 
@attribute class {positive,negative} 

@data
7.215913200524922,-7.413392611282899,56.676420202552464,43.76619866040855,32.354830710314594,11.303162097934479,70.09239717593917,36.143785244189004,38.531073335855794,43.57840766575691,negative
-1.4860188119773063,9.147401099388942,47.62770768465444,59.92676570416035,44.35348362104821,14.055601271031861,47.81422350481937,28.232133424901875,31.462522731133394,38.064529112669895,negative
3.893682588221501,1.1532822373041727,46.728242887496776,38.413819925165825,49.19939271454564,17.181972874328117,37.847168920102796,37.08520981636392,26.70326304793463,38.26048421471032,negative
-10.294827083577351,1.2869505497714586,35.129239241262255,39.963214320527015,31.291239868664636,26.65316096975063,48.35167814129898,27.1416905870135,10.450324304445356,46.228167484996696,negative
-3.3691395364314083,16.794022214118733,60.20989838551422,33.57816427970589,45.057211100461636,22.985742826904534,42.26051217231611,23.30212703082294,21.893109239094116,39.901166705675564,negative
6.696807476615036,10.99797874873581,39.783818188653896,53.39786467763127,39.30690865830097,17.35877936151727,60.32273024016799,24.44464131908487,26.315438029581824,30.368047665080816,negative
5.733506197009127,7.7464753574516845,42.920940862365896,44.90299613216551,26.99793767034143,10.062641772575788,55.77728114695616,14.619290841658845,11.26658814083002,36.58523466390193,negative
2.092675892313295,11.021033348124146,65.11353978184157,43.72421989931142,49.57089948292737,10.874997717045597,43.74043242721709,15.513896899146326,14.390274638270458,35.14135059463315,negative
7.043447826847881,-0.7052413749138422,56.57702045372275,42.01944148079362,38.14706565158051,21.995744183077257,42.286206407107315,33.2897346012449,32.79771806879778,26.513719124796825,negative
14.255346581347705,-1.980423086935395,56.5697184688304,55.270602828484954,28.08140790697027,11.533800427107304,57.0710845648115,40.24517873754863,26.565397720154365,35.225772086061156,negative
1.8511082039934563,25.449047647894353,46.726658278570994,29.806799575553228,29.458824419294707,25.281040818254585,49.1251554712476,25.77530354668606,25.301496289499884,37.283098822844124,negative
7.436208130419778,0.29226252097038685,38.265603232069935,53.3749341429054,64.89819129380743,11.648634637549108,41.28839412037149,26.24525603818596,46.910031819408516,30.43409556918514,negative
14.922076556987315,-2.562348956537277,52.25991478732733,32.06273401390356,52.94387260591634,17.912982502166344,58.19277310881517,33.99967520000345,26.780838862983856,52.34769733779269,negative
-2.7440844200817436,1.465924653563568,53.21788877050347,42.09402070808436,47.752975786241294,1.7593216896147243,60.60872811627631,33.02106120170971,39.34054479624592,45.044884951482295,negative
26.23315669504541,16.12095127742335,47.399671840807144,39.94810580977952,32.07788135715573,22.220995711941008,47.24873683420692,32.907662087371705,27.5396236953625,29.54556849268073,negative
13.119791975588607,6.134043142246118,43.64305236644868,30.596931739335496,43.08587287155372,-2.2768763323469354,53.394749230628825,13.774998181790213,21.161012218802377,33.76477110529278,negative
8.139321002620717,18.46626605270914,68.52058520382079,48.45010914773918,32.54622538820138,17.94119732187104,50.339504343139225,30.436090842672417,34.41276225848995,37.91345331811811,negative
45.406991522290035,8.680434898463632,23.55626727932291,44.20556564751121,-2.8296469252524767,17.38849826176354,0.24857771731541334,24.711027136004052,20.68309195460046,13.859348246048029,positive
7.913937108066566,8.083386603948954,54.353254517259444,50.59559871812115,32.56652357466655,14.729906801254545,55.62042409283913,27.550582766986373,18.306819927257624,27.165237509038278,negative
21.016896526638877,4.330039839113438,41.964481887284066,48.98169865495517,38.08094802822835,18.591747710232063,49.05285289859233,38.567310244406734,29.084220765954697,42.25869536255536,negative
8.88795297466785,16.585905304825534,41.33012258252579,28.561667069642688,29.991111713541784,12.179520249005328,57.08046932681469,42.676280625949666,29.025209138916008,51.89375854572111,negative
-2.0079017282271963,0.49273586575158657,45.51302554552667,49.280152613957085,52.880001956696404,10.723593656511937,68.24297206752249,18.175107913326645,27.377622374456138,47.44399947398678,negative
